,id,host_since,city_y,property_type,year
1567,8942272,2013-08-02,Los Angeles,Apartment,2013
20874,14651268,2013-08-02,Los Angeles,Apartment,2013
122,14505006,2013-08-02,North Hollywood,Apartment,2013
10769,6645473,2013-08-02,Los Angeles,Apartment,2013
14495,4288256,2013-08-02,Los Angeles,Apartment,2013
3895,3521391,2013-08-02,Los Angeles,Apartment,2013
4638,4885956,2013-08-02,Los Angeles,Apartment,2013
8808,19188643,2013-08-02,Los Angeles,Apartment,2013
4835,21026522,2013-08-02,Valley Village,Apartment,2013
3920,14301108,2013-08-02,Los Angeles,Apartment,2013
8417,6853761,2013-08-02,Los Angeles,House,2013
6648,510543,2013-08-02,Los Angeles,Apartment,2013
7533,8371187,2013-08-02,Los Angeles,Apartment,2013
65,1550146,2013-08-02,Los Angeles,House,2013
17983,2520075,2013-08-02,Playa Del Rey,Apartment,2013
2346,2570642,2013-08-02,Los Angeles,House,2013
14004,15968425,2013-08-02,Los Angeles,Apartment,2013
5948,15342306,2013-08-03,Los Angeles,Apartment,2013
3279,13615840,2013-08-03,Venice,Apartment,2013
12660,12701430,2013-08-03,Los Angeles,House,2013
2043,19380091,2013-08-03,Los Angeles,Condominium,2013
1483,13494185,2013-08-04,Los Angeles,Apartment,2013
5877,18870342,2013-08-04,Los Angeles,Apartment,2013
4137,21120328,2013-08-04,Los Angeles,Apartment,2013
9720,16664332,2013-08-04,Los Angeles,Loft,2013
12849,11326005,2013-08-04,Santa Monica,Apartment,2013
6608,3966772,2013-08-04,Long Beach,Apartment,2013
10898,4031951,2013-08-04,Pasadena,Other,2013
15430,13899834,2013-08-04,West Covina,House,2013
10624,87853,2013-08-04,Los Angeles,Apartment,2013
2650,8459072,2013-08-04,North Hills,House,2013
7571,3316587,2013-08-05,Redondo Beach,Apartment,2013
20985,12175473,2013-08-05,Los Angeles,Apartment,2013
7975,16000473,2013-08-05,Marina Del Rey,Apartment,2013
9836,13920801,2013-08-05,Los Angeles,Apartment,2013
7049,14041196,2013-08-05,Valley Village,Apartment,2013
11112,20820229,2013-08-05,Los Angeles,Apartment,2013
10438,12710373,2013-08-05,Valley Village,Apartment,2013
18837,548775,2013-08-05,Los Angeles,House,2013
11636,18375138,2013-08-05,Los Angeles,Apartment,2013
9863,15399186,2013-08-05,Los Angeles,House,2013
6662,5615095,2013-08-05,Los Angeles,House,2013
10219,12451721,2013-08-05,Long Beach,Condominium,2013
13998,9317916,2013-08-06,Venice,Apartment,2013
225,16241135,2013-08-06,Marina Del Rey,House,2013
7395,8054815,2013-08-06,Marina Del Rey,House,2013
15002,13578708,2013-08-06,Los Angeles,Apartment,2013
8954,821036,2013-08-06,Los Angeles,Apartment,2013
19830,15860528,2013-08-06,Los Angeles,House,2013
17387,6469136,2013-08-06,Marina Del Rey,Apartment,2013
19405,3272181,2013-08-06,Inglewood,Bungalow,2013
20677,2909298,2013-08-06,Venice,Apartment,2013
1318,18223641,2013-08-06,Los Angeles,Apartment,2013
13051,11585122,2013-08-06,Manhattan Beach,Apartment,2013
18947,1339829,2013-08-06,Venice,Apartment,2013
10235,17561158,2013-08-06,Los Angeles,House,2013
3877,17118178,2013-08-06,Marina Del Rey,Apartment,2013
18532,18074568,2013-08-06,Los Angeles,Apartment,2013
19857,7109178,2013-08-06,Venice,Apartment,2013
1264,8634362,2013-08-06,Marina Del Rey,Apartment,2013
16287,15453848,2013-08-06,Los Angeles,House,2013
4438,17045913,2013-08-06,Los Angeles,House,2013
18777,20850384,2013-08-06,Los Angeles,Apartment,2013
3720,18094117,2013-08-07,Topanga,House,2013
21585,13710241,2013-08-07,North Hollywood,Condominium,2013
2676,20728525,2013-08-07,Topanga,Bed & Breakfast,2013
17701,12824752,2013-08-07,Los Angeles,Apartment,2013
15240,7456166,2013-08-07,Topanga,Bed & Breakfast,2013
12182,435776,2013-08-07,Long Beach,Apartment,2013
20320,20213687,2013-08-07,Manhattan Beach,House,2013
21190,15250767,2013-08-07,Topanga,Bed & Breakfast,2013
9840,9911083,2013-08-07,Playa Del Rey,House,2013
14050,18430302,2013-08-07,Los Angeles,House,2013
20040,222304,2013-08-07,Los Angeles,Apartment,2013
18933,8472045,2013-08-07,Topanga,Bed & Breakfast,2013
17439,4799839,2013-08-07,Topanga,Bed & Breakfast,2013
1438,19246634,2013-08-08,Los Angeles,House,2013
18319,17152405,2013-08-08,Topanga,House,2013
6088,2524947,2013-08-08,Los Angeles,House,2013
8940,5128233,2013-08-08,Los Angeles,House,2013
7984,12868555,2013-08-08,Los Angeles,House,2013
4949,1819994,2013-08-08,Los Angeles,Apartment,2013
4514,13764238,2013-08-08,Los Angeles,Apartment,2013
9584,14248006,2013-08-09,Venice,Apartment,2013
5838,16496087,2013-08-09,Los Angeles,Apartment,2013
12514,7462814,2013-08-09,Los Angeles,Apartment,2013
11840,20929467,2013-08-09,Venice,Apartment,2013
14625,16014247,2013-08-09,Topanga,House,2013
18292,20598137,2013-08-09,Manhattan Beach,House,2013
18980,14554983,2013-08-10,Beverly Hills,Apartment,2013
12968,15585473,2013-08-10,Topanga,House,2013
8051,416904,2013-08-10,Los Angeles,House,2013
556,6452279,2013-08-10,Los Angeles,House,2013
13528,9111410,2013-08-10,North Hollywood,Bed & Breakfast,2013
15897,3212765,2013-08-10,Santa Monica,House,2013
11194,6169335,2013-08-10,Topanga,Apartment,2013
20295,13716698,2013-08-11,Los Angeles,Condominium,2013
13606,8501697,2013-08-11,Tarzana,House,2013
10466,7607736,2013-08-11,Long Beach,Apartment,2013
11689,5151423,2013-08-11,Malibu,House,2013
4017,13526483,2013-08-11,Los Angeles,Condominium,2013
14686,8000640,2013-08-12,Los Angeles,Apartment,2013
5529,13943523,2013-08-12,Burbank,House,2013
5465,15396446,2013-08-12,Los Angeles,House,2013
8304,16994210,2013-08-12,Los Angeles,House,2013
15929,17501131,2013-08-12,Los Angeles,House,2013
14596,17452640,2013-08-12,Los Angeles,Guesthouse,2013
11544,10635609,2013-08-12,Los Angeles,House,2013
16177,9333739,2013-08-12,Culver City,House,2013
9882,13333156,2013-08-12,Los Angeles,Apartment,2013
4607,9239720,2013-08-12,La Canada Flintridge,House,2013
13808,17959529,2013-08-13,Los Angeles,Apartment,2013
10304,16770563,2013-08-13,Los Angeles,Apartment,2013
6634,10851350,2013-08-13,Studio City,House,2013
19576,11461798,2013-08-13,Los Angeles,Apartment,2013
14693,20530604,2013-08-13,Los Angeles,Apartment,2013
6489,19270209,2013-08-13,Los Angeles,Guesthouse,2013
737,11050763,2013-08-13,Los Angeles,Apartment,2013
21454,18269635,2013-08-13,Los Angeles,Apartment,2013
19234,15410380,2013-08-13,Playa Del Rey,Apartment,2013
17986,17665301,2013-08-13,Monrovia,Townhouse,2013
20152,5970639,2013-08-13,Santa Monica,Apartment,2013
18626,19454702,2013-08-13,South Pasadena,Apartment,2013
15665,19948159,2013-08-13,West Hills,House,2013
8055,17842144,2013-08-14,Los Angeles,House,2013
5195,9838523,2013-08-14,Los Angeles,Apartment,2013
4181,7206269,2013-08-14,Los Angeles,House,2013
9535,11982791,2013-08-14,Los Angeles,House,2013
21878,14455386,2013-08-14,Valencia,House,2013
9299,8901538,2013-08-14,Los Angeles,Apartment,2013
15184,5319785,2013-08-14,Valencia,House,2013
21092,14883818,2013-08-14,Los Angeles,House,2013
18134,18542490,2013-08-14,Valencia,House,2013
21590,644008,2013-08-14,Valencia,House,2013
17000,6716020,2013-08-14,Los Angeles,Apartment,2013
15153,1867881,2013-08-14,Venice,Apartment,2013
9842,4832939,2013-08-15,Los Angeles,House,2013
14189,14946781,2013-08-15,Los Angeles,Apartment,2013
16912,746309,2013-08-15,Los Angeles,Apartment,2013
4747,14036117,2013-08-15,Los Angeles,House,2013
19683,6464216,2013-08-15,Los Angeles,House,2013
9708,2544363,2013-08-15,Santa Monica,Condominium,2013
18244,15528972,2013-08-15,Los Angeles,Apartment,2013
6982,8287001,2013-08-15,Studio City,Apartment,2013
16755,7837952,2013-08-15,Venice,House,2013
1603,17042587,2013-08-15,Los Angeles,Apartment,2013
12573,14806604,2013-08-15,Los Angeles,House,2013
9965,12033412,2013-08-15,Northridge,House,2013
13054,11440182,2013-08-16,Reseda,House,2013
11531,15868654,2013-08-16,Canoga Park,House,2013
5716,1132712,2013-08-16,Los Angeles,Loft,2013
15600,70609,2013-08-16,Calabasas,Apartment,2013
4112,12026577,2013-08-16,Reseda,House,2013
15147,20139374,2013-08-16,Los Angeles,Apartment,2013
5821,3172443,2013-08-16,Canoga Park,House,2013
20943,17605947,2013-08-16,Northridge,House,2013
2443,4581577,2013-08-16,Los Angeles,Apartment,2013
8665,11943669,2013-08-16,Los Angeles,Apartment,2013
18727,15300468,2013-08-16,Canoga Park,House,2013
9747,11980852,2013-08-16,Reseda,House,2013
5044,2979052,2013-08-16,South Pasadena,House,2013
13596,6850488,2013-08-16,Altadena,House,2013
17725,708731,2013-08-16,Reseda,Townhouse,2013
16044,11937692,2013-08-16,Los Angeles,Apartment,2013
16453,11676920,2013-08-16,South Pasadena,House,2013
538,15448502,2013-08-16,Reseda,Camper/RV,2013
13232,16085565,2013-08-16,Canoga Park,House,2013
11799,4511426,2013-08-16,Reseda,House,2013
6622,20073990,2013-08-17,Los Angeles,Apartment,2013
13762,8580593,2013-08-17,Long Beach,Bed & Breakfast,2013
5603,6305553,2013-08-17,Los Angeles,Townhouse,2013
407,18396898,2013-08-17,Playa Del Rey,Apartment,2013
6244,12429294,2013-08-17,Los Angeles,Apartment,2013
8413,11873329,2013-08-17,Los Angeles,Apartment,2013
13095,16324639,2013-08-17,North Hollywood,Bungalow,2013
3714,16125912,2013-08-18,Los Angeles,Apartment,2013
10781,11532753,2013-08-18,Los Angeles,Bungalow,2013
21767,9528733,2013-08-18,Venice,House,2013
3520,13414166,2013-08-18,Los Angeles,House,2013
16842,16376353,2013-08-18,Los Angeles,Apartment,2013
11890,20998070,2013-08-18,Los Angeles,House,2013
6197,19197064,2013-08-19,Los Angeles,Apartment,2013
19566,10106305,2013-08-19,West Hollywood,Apartment,2013
6037,4268286,2013-08-19,Los Angeles,Apartment,2013
328,3221082,2013-08-19,Los Angeles,Apartment,2013
9427,19527133,2013-08-19,Los Angeles,Apartment,2013
20743,5957914,2013-08-19,Los Angeles,Apartment,2013
7824,921585,2013-08-19,Los Angeles,Apartment,2013
7199,5281234,2013-08-19,West Hollywood,Apartment,2013
19429,16121077,2013-08-19,Los Angeles,Apartment,2013
18616,9095143,2013-08-19,Los Angeles,Apartment,2013
20166,13392778,2013-08-19,Los Angeles,Apartment,2013
15506,5639177,2013-08-19,Los Angeles,Apartment,2013
1441,11903376,2013-08-19,West Hollywood,Apartment,2013
3158,16189546,2013-08-19,Los Angeles,Apartment,2013
20018,16259441,2013-08-19,Los Angeles,Apartment,2013
8604,531249,2013-08-19,Los Angeles,Apartment,2013
21711,9759592,2013-08-19,Los Angeles,Apartment,2013
10343,7194138,2013-08-19,Los Angeles,Apartment,2013
8525,2268845,2013-08-19,Los Angeles,House,2013
162,10422846,2013-08-20,Culver City,Loft,2013
3991,4957358,2013-08-20,Manhattan Beach,Apartment,2013
9619,9405466,2013-08-20,San Fernando,House,2013
12262,16114302,2013-08-20,San Fernando,House,2013
21234,18157539,2013-08-20,Pasadena,House,2013
12809,19926628,2013-08-20,Los Angeles,House,2013
1431,2152612,2013-08-20,Los Angeles,House,2013
20161,4279959,2013-08-20,Los Angeles,Apartment,2013
2967,3193739,2013-08-20,West Covina,House,2013
14106,7182324,2013-08-20,Los Angeles,House,2013
6872,15519606,2013-08-20,Pasadena,House,2013
11825,11243376,2013-08-20,Pasadena,House,2013
13446,7124097,2013-08-20,Manhattan Beach,Apartment,2013
8000,14219518,2013-08-20,Los Angeles,Apartment,2013
12196,19031255,2013-08-20,Venice,House,2013
13835,3903520,2013-08-21,Venice,Apartment,2013
4558,14755396,2013-08-21,Los Angeles,Apartment,2013
21780,12357413,2013-08-21,Duarte,Villa,2013
5204,15298236,2013-08-21,Los Angeles,Apartment,2013
3184,5105966,2013-08-22,Pacific Palisades,Apartment,2013
18192,704727,2013-08-22,Santa Monica,Apartment,2013
2521,13002333,2013-08-22,Los Angeles,House,2013
20512,20679666,2013-08-22,Los Angeles,Apartment,2013
20436,13153395,2013-08-22,Los Angeles,House,2013
8296,20990901,2013-08-22,Los Angeles,Apartment,2013
16720,11515938,2013-08-22,Los Angeles,House,2013
16458,10654904,2013-08-23,Malibu,House,2013
16614,6692354,2013-08-23,Los Angeles,House,2013
4208,9239508,2013-08-23,Pasadena,Apartment,2013
15920,20331717,2013-08-23,Los Angeles,House,2013
22110,11973518,2013-08-23,Venice,Apartment,2013
14641,4493927,2013-08-23,Venice,Apartment,2013
16244,1359822,2013-08-23,Sherman Oaks,Apartment,2013
522,15909444,2013-08-24,Los Angeles,House,2013
12471,20153703,2013-08-24,Los Angeles,House,2013
18323,3345172,2013-08-24,Los Angeles,Apartment,2013
343,7932428,2013-08-24,Pasadena,House,2013
7036,13356748,2013-08-24,Los Angeles,Apartment,2013
20946,1598328,2013-08-24,Valley Village,House,2013
6577,374997,2013-08-24,Los Angeles,Apartment,2013
4861,13064360,2013-08-25,Santa Monica,Apartment,2013
8695,14139527,2013-08-25,Pacific Palisades,House,2013
14854,17702916,2013-08-25,Los Angeles,House,2013
21181,11431811,2013-08-26,Santa Monica,Apartment,2013
7051,497219,2013-08-26,Los Angeles,Guesthouse,2013
16860,5832638,2013-08-26,North Hollywood,Guesthouse,2013
18856,7379929,2013-08-26,Los Angeles,Apartment,2013
8173,17073983,2013-08-26,Los Angeles,House,2013
9466,18500972,2013-08-26,Pasadena,House,2013
16336,18503789,2013-08-26,Venice,Apartment,2013
13612,17299312,2013-08-26,Los Angeles,House,2013
3945,5497874,2013-08-26,Los Angeles,Apartment,2013
20234,13477286,2013-08-26,Long Beach,Apartment,2013
14059,5948665,2013-08-26,Los Angeles,House,2013
15278,20167804,2013-08-26,Los Angeles,Apartment,2013
21570,10773437,2013-08-26,Pasadena,Condominium,2013
18295,9157483,2013-08-26,Los Angeles,Apartment,2013
16315,8611817,2013-08-26,Glendale,House,2013
15131,17702320,2013-08-26,Los Angeles,House,2013
1390,7339716,2013-08-26,Los Angeles,Apartment,2013
10274,1002469,2013-08-27,Los Angeles,House,2013
10610,13999812,2013-08-27,Altadena,Bungalow,2013
241,17406465,2013-08-27,Culver City,Bed & Breakfast,2013
20964,493611,2013-08-27,Altadena,Cabin,2013
5245,15954650,2013-08-27,Los Angeles,House,2013
11908,19743272,2013-08-28,Los Angeles,Apartment,2013
3178,15222071,2013-08-28,Los Angeles,Apartment,2013
20504,1251681,2013-08-28,Los Angeles,Apartment,2013
6707,15381099,2013-08-28,Los Angeles,Apartment,2013
11371,20257960,2013-08-29,Los Angeles,House,2013
11971,11440702,2013-08-29,Woodland Hills,House,2013
18527,19362117,2013-08-29,Pacific Palisades,Apartment,2013
12848,4721439,2013-08-29,Hawthorne,House,2013
7194,16821077,2013-08-29,Hermosa Beach,Apartment,2013
1651,7725496,2013-08-30,Los Angeles,Apartment,2013
6107,17443238,2013-08-30,Van Nuys,Bed & Breakfast,2013
20405,20334067,2013-08-30,Los Angeles,Apartment,2013
6801,14667764,2013-08-30,Los Angeles,Apartment,2013
7946,8696684,2013-08-30,Los Angeles,Apartment,2013
9765,12186697,2013-08-30,Playa Vista,Apartment,2013
8273,13201687,2013-08-30,Los Angeles,Apartment,2013
6408,18180417,2013-08-30,Los Angeles,Apartment,2013
18978,20681294,2013-08-30,Los Angeles,Apartment,2013
6195,6468226,2013-08-30,Santa Monica,Apartment,2013
12183,9040792,2013-08-31,West Hollywood,Apartment,2013
19914,13709543,2013-08-31,Los Angeles,Tent,2013
3514,14757806,2013-08-31,Long Beach,House,2013
10440,7161189,2013-08-31,Los Angeles,Bed & Breakfast,2013
15582,11361106,2013-08-31,Long Beach,House,2013
5270,21174980,2013-08-31,Los Angeles,Bed & Breakfast,2013
10164,6736478,2013-09-01,Los Angeles,Townhouse,2013
5114,15985737,2013-09-01,Los Angeles,House,2013
14239,7933407,2013-09-01,Los Angeles,House,2013
13788,15522011,2013-09-01,Los Angeles,Apartment,2013
17048,17106423,2013-09-01,Los Angeles,House,2013
5127,2823227,2013-09-02,Los Angeles,Apartment,2013
8386,4085040,2013-09-02,Santa Monica,House,2013
2005,18040546,2013-09-02,North Hollywood,Camper/RV,2013
15311,6818265,2013-09-02,Santa Monica,House,2013
18906,14654573,2013-09-02,Santa Monica,Apartment,2013
4447,2263557,2013-09-02,Redondo Beach,House,2013
22011,8964308,2013-09-02,Santa Monica,House,2013
13406,2308802,2013-09-02,Santa Monica,House,2013
16718,15714490,2013-09-03,North Hollywood,Bed & Breakfast,2013
21858,8845816,2013-09-03,Los Angeles,Loft,2013
15540,18809063,2013-09-03,Los Angeles,House,2013
17608,12321714,2013-09-03,Venice,Apartment,2013
7725,5986445,2013-09-03,Los Angeles,House,2013
18578,11299682,2013-09-03,Los Angeles,Apartment,2013
14295,6291371,2013-09-03,Los Angeles,House,2013
6970,14950378,2013-09-04,Los Angeles,House,2013
5117,13467340,2013-09-04,Encino,Bed & Breakfast,2013
17200,6258514,2013-09-04,Los Angeles,House,2013
10203,12018241,2013-09-04,Long Beach,Loft,2013
2698,601049,2013-09-04,Lakewood,House,2013
1336,9811076,2013-09-04,Los Angeles,Apartment,2013
13136,18686269,2013-09-04,West Hollywood,Apartment,2013
21186,14460900,2013-09-04,Pasadena,House,2013
7087,18773448,2013-09-04,Los Angeles,House,2013
8819,9956933,2013-09-04,West Hollywood,Apartment,2013
2228,8648032,2013-09-04,Los Angeles,Condominium,2013
17472,6038278,2013-09-04,West Hollywood,Apartment,2013
2101,16614819,2013-09-05,Van Nuys,House,2013
18183,19635738,2013-09-05,Los Angeles,House,2013
17597,16298719,2013-09-06,Pasadena,House,2013
9188,20015244,2013-09-06,Los Angeles,Apartment,2013
6002,13264012,2013-09-06,Long Beach,Bungalow,2013
19634,16768665,2013-09-06,Venice,House,2013
14772,13620412,2013-09-06,Marina Del Rey,House,2013
8917,3943135,2013-09-06,Los Angeles,House,2013
18672,6835132,2013-09-06,Los Angeles,Apartment,2013
6304,13787219,2013-09-06,Los Angeles,Loft,2013
17642,10356144,2013-09-06,Los Angeles,Apartment,2013
10237,8716674,2013-09-07,Los Angeles,Loft,2013
19718,9425902,2013-09-07,Pasadena,Apartment,2013
20262,302309,2013-09-07,Los Angeles,Apartment,2013
3245,5892693,2013-09-07,Los Angeles,Apartment,2013
13019,5472229,2013-09-07,Pasadena,Apartment,2013
17607,16438523,2013-09-07,Porter Ranch,Guesthouse,2013
20286,4490826,2013-09-07,Los Angeles,House,2013
16589,10281515,2013-09-08,Burbank,House,2013
376,1177395,2013-09-08,Covina,House,2013
3997,15553733,2013-09-08,Los Angeles,House,2013
11828,9955770,2013-09-08,Los Angeles,Loft,2013
20202,15720569,2013-09-08,Long Beach,House,2013
17915,19385595,2013-09-08,Long Beach,House,2013
16970,13430458,2013-09-08,Burbank,Apartment,2013
11665,13688938,2013-09-09,Calabasas,House,2013
10799,3898138,2013-09-09,Calabasas,House,2013
391,18330946,2013-09-09,Calabasas,House,2013
4217,16557948,2013-09-09,North Hollywood,House,2013
3661,4863101,2013-09-10,North Hollywood,Condominium,2013
19428,4160105,2013-09-10,Los Angeles,House,2013
10362,12024663,2013-09-10,Los Angeles,House,2013
10389,20387832,2013-09-10,Pasadena,House,2013
15486,10195613,2013-09-10,Beverly Hills,Apartment,2013
4472,568304,2013-09-10,Los Angeles,Apartment,2013
10763,49573,2013-09-10,Marina Del Rey,Apartment,2013
12763,16365308,2013-09-10,Los Angeles,House,2013
16083,8117944,2013-09-10,Torrance,House,2013
2137,7073436,2013-09-10,Venice,Apartment,2013
2151,16041824,2013-09-11,Los Angeles,Apartment,2013
11313,9047417,2013-09-11,Los Angeles,Apartment,2013
665,16381884,2013-09-11,Manhattan Beach,House,2013
6967,20270960,2013-09-11,San Pedro,Apartment,2013
15830,20746616,2013-09-11,Agoura Hills,House,2013
676,21196094,2013-09-11,Los Angeles,Apartment,2013
14422,8886054,2013-09-11,Agoura Hills,House,2013
3202,18019834,2013-09-11,San Pedro,Apartment,2013
7250,17720274,2013-09-11,San Pedro,Apartment,2013
19170,9823143,2013-09-11,San Pedro,House,2013
18158,14052921,2013-09-11,Los Angeles,Apartment,2013
19156,16604447,2013-09-12,Los Angeles,Apartment,2013
1024,18760486,2013-09-12,Venice,Apartment,2013
11412,1588569,2013-09-12,Los Angeles,Apartment,2013
3707,18054943,2013-09-12,Los Angeles,Apartment,2013
2388,17927755,2013-09-12,Los Angeles,Apartment,2013
13009,18491910,2013-09-12,Los Angeles,Apartment,2013
12927,10281987,2013-09-12,Los Angeles,Apartment,2013
1261,3013427,2013-09-12,West Hollywood,Apartment,2013
16836,19923648,2013-09-12,Venice,Apartment,2013
20267,6794598,2013-09-12,Venice,House,2013
3890,13592173,2013-09-13,Sherman Oaks,House,2013
2292,15455511,2013-09-13,Venice,Apartment,2013
281,10469962,2013-09-13,Los Angeles,Loft,2013
2502,16053429,2013-09-13,Redondo Beach,Apartment,2013
19490,20942873,2013-09-13,Santa Monica,Condominium,2013
996,11459948,2013-09-13,Los Angeles,Apartment,2013
10869,10297582,2013-09-13,Malibu,House,2013
